reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ea491d9b-0f72-4a41-9e57-fb79bd256517,Mei Hidayat Bin Syamsudin,https://play-lh.googleusercontent.com/a-/ALV-UjWFImJqgQITp-WtIbVL-dr_kmyA8Y6pm8DpXeUtZ-2PjI7JNCY,Maasyaa ALLAH bermanfaat sekali . semoga kemudahan ini jadi pahala jariyyah antum . Allaahu yubaarik fiikum .,5,0,6.0.3,2025-05-20 14:45:00,,,6.0.3
c0c7d87d-f8eb-4e06-a20a-8c77ffbfe809,Dyka Mahardika,https://play-lh.googleusercontent.com/a-/ALV-UjWsF9cqzgipMqfibFhK0yLZQRqVGK87WpXi8a5ZgiSKVW5kl6WC,maasyaa Allah,5,0,6.0.3,2025-05-20 14:14:45,,,6.0.3
ebd56c64-b645-4764-b75c-99932906e4c6,Nasi Minyakwakyai1,https://play-lh.googleusercontent.com/a/ACg8ocJpswvXMx5x8UNey7Hqd1xoCCOQYwn3RLKl6azx_fCZsXfQdA=mo,semoga,5,0,6.0.3,2025-05-20 14:05:39,,,6.0.3
a4a3f22c-2e4b-4a94-95d2-e602f7b134f0,Heri Heriawan,https://play-lh.googleusercontent.com/a-/ALV-UjXWnHRMed-DKrs54Juk3oD5puNmShqadswbYlqy7L99CG2oQc0,Masya Allah Barakallahu,5,0,,2025-05-20 13:41:58,,,
50c847ea-9cff-4b37-84f0-f4032a540762,Hadi Wibawa,https://play-lh.googleusercontent.com/a/ACg8ocJp7be6LXa0N0K0MAbXuRlUY6CN7M2y2o2diTmO0MIZB0rCEA=mo,"👍tidk ada iklan saran : mohon ditingkatkan untuk menu cari surat-surat karna sering tidk bisa di klik, jazakallah khair",5,0,6.0.3,2025-05-19 21:15:54,,,6.0.3
6281b3de-2aae-4117-b06c-163019f77680,Abyl,https://play-lh.googleusercontent.com/a-/ALV-UjVjMC3u5m74JxxxfYkiJ3J_JHwnGgelJMLX3Jz0qtPFhJcBSmQ,bagus sekali,5,0,,2025-05-19 15:02:55,,,
6443a27c-afe6-4132-b92c-8368d53a0989,Rezky Tirta mulya,https://play-lh.googleusercontent.com/a/ACg8ocIQZfVU-aivNPIL1_53VReiRDEv0o4ahV4fHk7MTJuEPs9bgw=mo,mantap,5,0,6.0.3,2025-05-19 14:52:00,,,6.0.3
3cebc0a2-871b-4c0d-b5fe-b5f93b589396,siti solehah,https://play-lh.googleusercontent.com/a-/ALV-UjVN6rKTu0jsmA9TsRkZwe_OVbg7211nPk3ZUZRQuvU1AVfhBUs,bagus,5,0,6.0.3,2025-05-19 14:30:16,,,6.0.3
b592dcb7-9175-495d-ae90-6a0cfa580d26,Aland ririn,https://play-lh.googleusercontent.com/a/ACg8ocI3VOWXfUNRXqJ76lgVh6tM2YGwLuae2C1ebVKTtstr-hN4pQ=mo,bagus pas bngtt dgn waktu,5,0,6.0.3,2025-05-19 10:18:46,,,6.0.3
8bd49793-567e-4b65-bfbf-62003c84a455,YUSUF _,https://play-lh.googleusercontent.com/a-/ALV-UjUS8B2VWmPETLt8yMNd4ytzeZQX71XtdGc9hVssFBWjhzDOy2Y,bagus,5,0,6.0.3,2025-05-19 08:05:30,,,6.0.3
ef39dae2-6fe6-4ffc-b1f3-7f9aae737b7f,Yudan Prastyo,https://play-lh.googleusercontent.com/a-/ALV-UjUydeI65dpPuhEVZOaIY8SzxHQJHRhpwE_f1O0e1wvdXOM4V_mk,Alhamdulillah aplikasinya sangat membantu.,5,0,6.0.3,2025-05-18 22:10:40,,,6.0.3
46b44244-683c-40c0-9b28-a4da61e6a691,Arinto Ws,https://play-lh.googleusercontent.com/a-/ALV-UjXcYa2bSLnFZQP10bExygKGzlzCRCJYktfONKYjUKpSaawvrUg,Sederhana tapi Bagus,5,0,6.0.3,2025-05-18 12:10:37,,,6.0.3
5c317ddf-e42c-4e7c-9f69-1a2f538ff28f,anggrainy yudistin,https://play-lh.googleusercontent.com/a-/ALV-UjWDWvpJRQUqxMr4UesILwJ8HKTXKSTyyuX2F1zB-yzdjtFTock,bagus. memuaskan. tidak pernah error,5,0,6.0.3,2025-05-18 11:40:47,,,6.0.3
e1f0fbe2-87b5-4f7e-8a33-6f2f3e93e70d,Uj_ Mimith,https://play-lh.googleusercontent.com/a-/ALV-UjUZQKIhcHgxQjxJrz9OeIVfw3ZmQdNqfviqf8ItRw2-U-zjwIRe,barakallahu fiikum,5,0,6.0.3,2025-05-18 05:17:37,,,6.0.3
36cc9f7a-ee1d-4525-8ef0-2242b4951ed7,Urrensubbagrenmin Ditpolairpoldakaltim,https://play-lh.googleusercontent.com/a-/ALV-UjVn45m4gcrD188whSdGEPlj0yUn_TxrZCdev5QQda2FMRZqha0,Aplikasinya mantap,5,0,6.0.3,2025-05-18 04:11:38,,,6.0.3
f3f7bd15-6ee3-4418-9975-294df787471e,Muhammad Dede Sobirin,https://play-lh.googleusercontent.com/a/ACg8ocLgVsvjpXp9808Q6hQ9hy0TEyipLfnCfH7noPpfSzp991Whyw=mo,Barokallaah 🫶,5,0,6.0.3,2025-05-17 21:30:53,,,6.0.3
20afa961-7656-49e7-8246-753ccdc65be8,Ali Adam,https://play-lh.googleusercontent.com/a/ACg8ocKzWEJ-vFXtllGV59PvhVN9hggj2mG6n3gYLGaKhySDTZATpw=mo,aplikasi yg sangat bagus. gak ada iklan. May Allah bless you guys team of sajda 🤲🤲,5,0,,2025-05-17 21:10:14,,,
7e0a1cf1-60ef-4cfd-9e11-a0b6ada68bdd,Adnan Alisyafawi,https://play-lh.googleusercontent.com/a/ACg8ocJva6N2Cr2g6NHh3w-e2NZX4L7ZqawMYMqGhW-wRh0dsCTFUw=mo,kenapa tidak ada murotal Al Quran yang pake Mp3 / mp4,4,0,6.0.3,2025-05-17 20:36:13,InsyaAllah kami akan menambahnya di tahun ini.,2025-05-19 06:06:31,6.0.3
69113f0c-3397-4eb4-b5b5-8a0c7d43eaa7,ᴍᴀʜᴇsᴀ ʙᴜᴍɪ,https://play-lh.googleusercontent.com/a/ACg8ocKlH6B3mD7N6C4oKhLnpjfQkQSj2IMfldc4hu93ShNpeArY=mo,mantab,5,0,6.0.3,2025-05-17 20:20:51,,,6.0.3
